5.830402010050251192e+03 3.188626784035952568e+09
5.869849246231156030e+03 3.230887065625621319e+09
5.909296482412060868e+03 3.273411686294125557e+09
5.948743718592964797e+03 3.316200259913993359e+09
5.988190954773869635e+03 3.359252674979070187e+09
6.027638190954774473e+03 3.402569092544770241e+09
6.067085427135678401e+03 3.446149929177862644e+09
6.106532663316583239e+03 3.489995825729301929e+09
6.145979899497488077e+03 3.534107603515560150e+09
6.185427135678392006e+03 3.578486210183656216e+09
6.224874371859296843e+03 3.623132658105080128e+09
6.264321608040201681e+03 3.668047958563106537e+09
6.303768844221105610e+03 3.713233055243872643e+09
6.343216080402010448e+03 3.758688760600234509e+09
6.382663316582915286e+03 3.804415698525371552e+09
6.422110552763819214e+03 3.850414256456900597e+09
6.461557788944724052e+03 3.896684549547964573e+09
6.501005025125628890e+03 3.943226398914700508e+09
6.540452261306532819e+03 3.990039325232274532e+09
6.579899497487437657e+03 4.037122558142781734e+09
6.619346733668342495e+03 4.084475061100370884e+09
6.658793969849246423e+03 4.132095570456148624e+09
6.698241206030151261e+03 4.179982646821210861e+09
6.737688442211056099e+03 4.228134736081496716e+09
6.777135678391960028e+03 4.276550236908916950e+09
6.816582914572864865e+03 4.325227571248050690e+09
6.856030150753769703e+03 4.374165254077045441e+09
6.895477386934673632e+03 4.423361958756175995e+09
6.934924623115578470e+03 4.472816574487575531e+09
6.974371859296483308e+03 4.522528252805341721e+09
7.013819095477387236e+03 4.572496440576251030e+09
7.053266331658292074e+03 4.622720897688400269e+09
7.092713567839196912e+03 4.673201698402078629e+09
7.132160804020100841e+03 4.723939216191819191e+09
7.171608040201005679e+03 4.774934092775688171e+09
7.211055276381909607e+03 4.826187192861605644e+09
7.250502512562814445e+03 4.877699546896543503e+09
7.289949748743719283e+03 4.929472284742529869e+09
7.329396984924623212e+03 4.981506563690115929e+09
7.368844221105528050e+03 5.033803494528774261e+09
7.408291457286432887e+03 5.086364069508923531e+09
7.447738693467336816e+03 5.139189095945089340e+09
7.487185929648241654e+03 5.192279138928670883e+09
7.526633165829146492e+03 5.245634476156287193e+09
7.566080402010050420e+03 5.299255067259606361e+09
7.605527638190955258e+03 5.353140539277081490e+09
7.644974874371860096e+03 5.407290189075681686e+09
7.684422110552764025e+03 5.461703002654632568e+09
7.723869346733668863e+03 5.516377690389060020e+09
7.763316582914573701e+03 5.571312736444196701e+09
7.802763819095477629e+03 5.626506459854253769e+09
7.842211055276382467e+03 5.681957084152070045e+09
7.881658291457287305e+03 5.737662811988551140e+09
7.921105527638191234e+03 5.793621900918159485e+09
7.960552763819096072e+03 5.849832736462499619e+09
8.000000000000000000e+03 5.906293898701791763e+09
